Unit ID,Rarity,Name,Health,Knockbacks,Speed,Attack,DPS,A. Type,A. Frequency,Foreswing,Range,Cost,Recharge,Abilities
071-2,レア,ネコ怨み,"1,750",1,8,400,108,範囲,111,22,210,"1,366",186,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
071-3,レア,ネコ火祭り,"3,000",2,8,800,216,範囲,111,22,210,"1,366",186,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 体力50％以下で攻撃力上昇（与ダメ x2）"
072-1,超激レア,真田幸村,"2,125",5,65,"2,062",452,範囲,137,1,170,"3,075",1546,"2連続攻撃 1,875 187（1F 8F）
 対 黒い敵 超ダメージ（与ダメ x3～4）"
072-2,超激レア,武神・真田幸村,"4,250",5,65,"4,125",903,範囲,137,1,170,"3,075",1546,"2連続攻撃 3,750 375（1F 8F）
 対 黒い敵 超ダメージ（与ダメ x3～4）"
072-3,超激レア,飛翔の武神・真田幸村,"4,250",5,75,"6,187","1,355",範囲,137,1,170,"3,075",1546,"2連続攻撃 5,625 562（1F 8F）
 対 黒い敵 超ダメージ（与ダメ x3～4）"
073-1,超激レア,前田慶次,"3,750",2,8,"1,625",257,範囲,190,11,250,"3,585",2046,"対 黒い敵 打たれ強い（被ダメ 1/4～1/5）
 体力30％以下で攻撃力上昇（与ダメ x2）"
073-2,超激レア,武神・前田慶次,"9,500",2,8,"3,250",513,範囲,190,11,250,"3,585",2046,"対 黒い敵 打たれ強い（被ダメ 1/4～1/5）
 体力30％以下で攻撃力上昇（与ダメ x2）
 無効（波動）"
073-3,超激レア,憤怒の武神・前田慶次,"14,500",2,8,"3,250",886,範囲,110,11,320,"3,585",2046,"対 黒い敵 打たれ強い（被ダメ 1/4～1/5）
 体力50％以下で攻撃力上昇（与ダメ x2）
 無効（波動）"
074-1,超激レア,織田信長,"2,375",1,7,"1,125",304,範囲,111,82,410,"4,350",2646,対 黒い敵 100％の確率で180～216F動きを止める
074-2,超激レア,武神・織田信長,"4,750",1,7,"2,250",608,範囲,111,82,410,"4,350",2646,対 黒い敵 100％の確率で180～216F動きを止める
074-3,超激レア,天魔・織田信長,"9,500",1,7,"3,000",811,範囲,111,82,410,"4,350",2646,対 黒い敵 100％の確率で240～288F動きを止める
074-4,超激レア,夢幻天魔・織田信長,"13,750",2,7,"3,000",811,範囲,111,82,410,"4,350",2646,"対 黒い敵 悪魔 100％の確率で240～288F動きを止める
 烈波反射（被烈波で同Lv・射程の烈波を放つ）"
075-1,レア,トナカイフィッシュ,"2,250",3,10,490,288,単体,51,8,150,"1,215",156,撃破時お金x2
075-2,レア,ネコ魚のお造り,"2,625",3,10,817,481,単体,51,8,150,"1,215",156,撃破時お金x2
075-3,レア,フィッシュ・ド・ノエル,"3,750",3,10,817,598,範囲,41,8,150,"1,215",156,撃破時お金x2
076-1,超激レア,風神のウィンディ,"2,000",6,6,"3,137",231,範囲,408,81,420,"4,425",3078,対 浮いてる敵 超ダメージ（与ダメ x3～4）
076-2,超激レア,風神のウィンディα,"3,750",6,6,"6,387",470,範囲,408,81,420,"4,425",3078,対 浮いてる敵 超ダメージ（与ダメ x3～4）
076-3,超激レア,疾風神のウィンディα,"7,500",6,12,"10,137",745,範囲,408,81,450,"4,425",3078,対 浮いてる敵 超ダメージ（与ダメ x3～4）
076-4,超激レア,アルティメットウィンディα,"7,500",6,16,"10,137",922,範囲,330,51,510,"4,425",3078,対 浮いてる敵 極ダメージ（与ダメ x5～6）
077-1,超激レア,雷神のサンディア,"2,000",5,5,"3,137",237,範囲,397,90,410,"4,410",3190,対 赤い敵 超ダメージ（与ダメ x3～4）
077-2,超激レア,雷神のサンディアβ,"3,750",5,5,"6,387",483,範囲,397,90,410,"4,410",3190,対 赤い敵 超ダメージ（与ダメ x3～4）
077-3,超激レア,迅雷神のサンディアβ,"7,500",5,10,"10,137",766,範囲,397,90,440,"4,410",3190,対 赤い敵 超ダメージ（与ダメ x3～4）
078-1,レア,ドロイド,"1,257",2,5,150,18,範囲,251,8,110,150,646,対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）
078-2,レア,ニャンドロイド,"1,257",2,5,150,18,範囲,251,8,110,150,646,対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）
078-3,レア,ハルドロイド,"1,257",2,5,150,18,範囲,251,8,110,150,346,対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）
079-1,レア,ネコと宇宙,450,3,10,177,87,単体,61,30,340,630,346,"4％の確率でクリティカル
 30％の確率でバリアブレイク"
079-2,レア,ニャア少佐,600,3,10,202,99,単体,61,30,340,630,346,"4％の確率でクリティカル
 30％の確率でバリアブレイク"
079-3,レア,駆動戦士ネコ,"1,500",3,10,202,99,単体,61,30,340,630,346,"8％の確率でクリティカル
 50％の確率でバリアブレイク"
080-1,レア,にゃんこ成人,"1,375",2,5,875,186,単体,141,22,120,"1,035",186,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
080-2,レア,にゃんこ病人,"1,375",2,5,875,186,単体,141,22,120,"1,035",186,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
080-3,レア,にゃんこ囚人,"1,375",2,5,875,186,単体,141,32,475,"1,035",846,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 遠方攻撃（450～650）"
081-1,レア,吾輩は鬼である,"1,747",3,8,500,254,単体,59,16,150,"1,125",146,対 赤い敵 20％の確率で60～72F動きを止める
081-2,レア,ネコ紳士,"1,747",3,8,500,254,単体,59,16,150,"1,125",146,対 赤い敵 20％の確率で60～72F動きを止める
081-3,レア,ネコ紳士同盟,"1,747",3,8,500,254,単体,59,16,150,375,146,"対 赤い敵 40％の確率で60～72F動きを止める
 30％の確率でバリアブレイク"
082-1,レア,ひなにゃんこ,750,4,10,417,156,範囲,80,51,190,975,60,-
082-2,レア,超号珍ニャジンガー,750,4,10,417,156,範囲,80,51,190,975,60,-
082-3,レア,ニャラジン,750,4,10,417,156,範囲,80,51,190,975,60,100％の確率でLv1波動（射程 332.5）
083-1,EX,ネコ忍者～青～,637,3,13,74,106,単体,21,6,154,300,60,"2連続攻撃 37 37（6F 14F）
 対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）"
083-2,EX,ネコ忍者～橙～,637,3,13,74,106,単体,21,6,154,300,60,"2連続攻撃 37 37（6F 14F）
 対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）"
084-1,超激レア,地龍ソドム,"14,875",2,3,"10,862",787,範囲,414,65,390,"6,450",3946,"対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 対 浮いてる敵 50％の確率でふっとばす
 無効（ふっとばす）"
084-2,超激レア,地龍王ソドム,"14,875",2,3,"10,862",787,範囲,414,65,390,"6,450",3946,"対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 対 浮いてる敵 50％の確率でふっとばす
 無効（ふっとばす）"
084-3,超激レア,地龍皇帝ソドム,"17,375",2,4,"10,862",895,範囲,364,65,415,"6,450",3946,"対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 対 浮いてる敵 100％の確率でふっとばす
 無効（ふっとばす）"
085-1,超激レア,聖龍メギドラ,"9,500",3,15,"3,745",780,範囲,144,55,410,"5,700",4546,"対 浮いてる敵 50％の確率でふっとばす
 対 浮いてる敵 50％の確率で150～180F動きを遅くする"
085-2,超激レア,聖龍王メギドラ,"9,500",3,15,"3,745",780,範囲,144,55,410,"5,700",4546,"対 浮いてる敵 50％の確率でふっとばす
 対 浮いてる敵 50％の確率で150～180F動きを遅くする"
085-3,超激レア,聖龍皇帝メギドラ,"12,000",3,20,"4,370",910,範囲,144,55,425,"5,700",4546,"対 浮いてる敵 50％の確率でふっとばす
 対 浮いてる敵 50％の確率で150～180F動きを遅くする"
086-1,超激レア,竜騎士バルス,"9,000",3,9,"3,495",647,範囲,162,43,445,"5,610",4346,"対 黒い敵 50％の確率でふっとばす
 対 黒い敵 50％の確率で150～180F動きを遅くする"
086-2,超激レア,竜騎士王バルス,"9,000",3,9,"3,495",647,範囲,162,43,445,"5,610",4346,"対 黒い敵 50％の確率でふっとばす
 対 黒い敵 50％の確率で150～180F動きを遅くする"
086-3,超激レア,竜騎士皇帝バルス,"11,250",3,9,"4,370",809,範囲,162,43,460,"5,610",4346,"対 黒い敵 50％の確率でふっとばす
 対 黒い敵 50％の確率で150～180F動きを遅くする"
087-1,超激レア,神龍かむくら,"10,000",3,5,"6,210",658,範囲,283,60,450,"6,150",4546,"対 赤い敵 50％の確率でふっとばす
 対 赤い敵 50％の確率で150～180F動きを遅くする"
087-2,超激レア,神龍王かむくら,"10,000",3,5,"6,210",658,範囲,283,60,450,"6,150",4546,"対 赤い敵 50％の確率でふっとばす
 対 赤い敵 50％の確率で150～180F動きを遅くする"
087-3,超激レア,神龍皇帝かむくら,"12,500",3,5,"6,210",767,範囲,243,60,475,"6,150",4546,"対 赤い敵 50％の確率でふっとばす
 対 赤い敵 50％の確率で150～180F動きを遅くする"
088-1,超激レア,竜戦機ライデン,"7,500",3,12,"3,787",881,範囲,129,40,385,"4,920",3706,対 赤い敵 100％の確率でふっとばす
088-2,超激レア,竜戦機王ライデン,"7,500",3,12,"3,787",881,範囲,129,40,385,"4,920",3706,対 赤い敵 100％の確率でふっとばす
088-3,超激レア,竜戦機皇帝ライデン,"10,000",3,15,"3,787",881,範囲,129,40,415,"4,920",3706,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 赤い敵 100％の確率でふっとばす"
089-1,レア,ネコなわとび,750,3,10,162,128,単体,38,9,170,360,60,3％の確率でクリティカル
089-2,レア,ネコネコなわとび,"1,000",3,10,187,148,単体,38,9,170,360,60,3％の確率でクリティカル
089-3,レア,ネコ蕎麦屋,"1,000",3,10,187,148,単体,38,9,170,360,60,"対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）
 3％の確率でクリティカル"
090-1,超激レア,ニムエ,"1,995",5,5,"3,107",230,範囲,406,63,408,"4,335",3190,対 赤い敵 超ダメージ（与ダメ x3～4）
090-2,超激レア,帰化型ニムエ,"3,720",5,5,"6,350",469,範囲,406,63,408,"4,335",3190,対 赤い敵 超ダメージ（与ダメ x3～4）
091-1,超激レア,猿王,"5,450",3,12,"4,100","1,836",単体,67,30,177,"2,985",856,-
091-2,超激レア,SSS猿王,"7,125",3,12,"5,530","2,476",単体,67,30,177,"2,985",856,-
092-1,激レア,狂乱のネコ,900,3,20,70,57,単体,37,8,140,75,60,-
092-2,激レア,狂乱のネコビルダー,900,3,20,70,57,単体,37,8,140,75,60,-
092-3,激レア,大狂乱のネコモヒカン,"1,100",3,28,85,69,単体,37,8,140,75,60,-
093-1,激レア,狂乱のタンクネコ,"2,700",1,16,17,8,範囲,67,8,110,150,60,-
093-2,激レア,狂乱のネコカベ,"2,700",1,16,17,8,範囲,67,8,110,150,60,-
093-3,激レア,大狂乱のゴムネコ,"3,275",1,20,17,8,範囲,67,8,110,150,60,-
094-1,激レア,狂乱のバトルネコ,"1,800",3,12,325,361,単体,27,8,150,300,60,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
094-2,激レア,狂乱の勇者ネコ,"1,800",3,12,325,361,単体,27,8,150,300,60,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
094-3,激レア,大狂乱の暗黒ネコ,"2,175",3,12,550,611,単体,27,8,150,300,60,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
095-1,激レア,狂乱のキモネコ,"3,600",3,10,900,216,単体,125,6,350,600,874,100％の確率でLv3波動（射程 732.5）
095-2,激レア,狂乱の美脚ネコ,"3,600",3,10,900,216,単体,125,6,350,600,874,100％の確率でLv3波動（射程 732.5）
095-3,激レア,大狂乱のムキあしネコ,"4,375",3,10,900,216,単体,125,6,350,600,874,100％の確率でLv4波動（射程 932.5）
096-1,激レア,狂乱のウシネコ,"4,500",5,50,117,351,範囲,10,6,140,750,136,-
096-2,激レア,狂乱のキリンネコ,"4,500",5,50,117,351,範囲,10,6,140,750,136,-
096-3,激レア,大狂乱のネコライオン,"4,500",5,66,117,351,範囲,10,6,140,750,136,-
097-1,激レア,狂乱のネコノトリ,"2,700",4,10,"1,200",735,範囲,49,10,205,975,116,-
097-2,激レア,狂乱のネコUFO,"2,700",4,10,"1,485",782,範囲,57,18,205,975,116,-
097-3,激レア,大狂乱の天空のネコ,"2,700",4,10,"1,810",920,範囲,59,20,220,975,116,-
098-1,激レア,狂乱のネコフィッシュ,"6,300",3,13,"1,620",917,単体,53,10,150,735,256,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 2％の確率でクリティカル"
098-2,激レア,狂乱のネコクジラ,"6,300",3,13,"1,620",917,単体,53,10,150,735,256,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 2％の確率でクリティカル"
098-3,激レア,大狂乱のネコ島,"7,650",3,13,"1,970","1,115",単体,53,10,150,735,256,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 2％の確率でクリティカル"
099-1,激レア,狂乱のネコトカゲ,"4,050",3,10,"1,800",425,単体,127,8,400,"1,500",516,-
099-2,激レア,狂乱のネコドラゴン,"4,050",3,10,"1,800",425,単体,127,8,400,"1,500",516,-
099-3,激レア,大狂乱のネコキングドラゴン,"4,050",3,10,"2,200",520,単体,127,8,415,"1,500",516,-
100-1,激レア,狂乱の巨神ネコ,"9,000",1,11,"2,960","1,096",範囲,81,47,150,"1,950",676,10％の確率でLv10波動（射程 2132.5）
100-2,激レア,狂乱のネコダラボッチ,"9,000",1,11,"2,960","1,096",範囲,81,47,150,"1,950",676,10％の確率でLv10波動（射程 2132.5）
100-3,激レア,大狂乱のネコジャラミ,"11,000",1,11,"2,960","1,096",範囲,81,47,150,"1,950",676,15％の確率でLv10波動（射程 2132.5）
101-1,レア,ネコ乙女,"2,485",1,9,692,301,範囲,69,18,152,"1,935",606,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
101-2,レア,モトコ,"2,485",1,9,692,301,範囲,69,18,152,"1,935",606,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
101-3,レア,サホリ,"4,970",1,9,692,301,範囲,69,18,152,"1,935",606,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（止める）"
102-1,EX,弱酸性エル,500,5,12,122,42,範囲,87,36,150,300,142,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
102-2,EX,弱酸性エルCC,500,5,12,122,42,範囲,87,36,150,300,142,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
103-1,EX,レッドマローン,250,4,10,20,16,単体,37,18,140,75,60,-
103-2,EX,レッドマローンCC,250,4,10,20,16,単体,37,18,140,75,60,-
104-1,EX,歌謡にゃんこ,250,1,10,20,16,単体,37,8,140,105,60,-
104-2,EX,メガにゃんこ,500,1,4,450,15,範囲,879,160,900,"1,950",11514,-
104-3,EX,メガにゃんこEX,500,1,4,900,36,範囲,759,160,900,"1,950",11514,-
105-1,レア,マジでコイしてる,"1,025",3,10,250,59,単体,127,8,350,615,96,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
105-2,レア,コイ・the・Night,"1,025",3,10,250,59,単体,127,8,350,615,96,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
105-3,レア,キスヨリ・ス・ゴイ,"1,025",3,25,250,59,範囲,127,8,350,615,96,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
106-1,超激レア,猿帝のクウ,"3,500",5,13,"5,850",326,範囲,539,60,380,"4,200",3946,対 赤い敵 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
106-2,超激レア,猿帝のクウγ,"5,750",5,13,"9,250",515,範囲,539,60,380,"4,200",3946,対 赤い敵 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
106-3,超激レア,金猿帝のクウγ,"10,750",5,13,"11,750",768,範囲,459,60,410,"4,200",3946,"対 赤い敵 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（攻撃力低下）"
107-1,超激レア,召し豚のカイ,"10,750",2,8,"7,775",740,範囲,315,76,175,"3,990",2146,"対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 100％の確率で1度だけ生き残る"
107-2,超激レア,召し豚のカイμ,"14,250",2,8,"12,475","1,188",範囲,315,76,175,"3,990",2146,"対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 100％の確率で1度だけ生き残る"
107-3,超激レア,召し猪のカイμ,"28,500",2,16,"17,475","1,664",範囲,315,76,175,"3,990",2146,"対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 100％の確率で1度だけ生き残る
 無効（ふっとばす）"
108-1,超激レア,宝杖のカッパーマイン,"3,175",3,7,"2,650",421,範囲,189,100,335,"3,720",1986,対 浮いてる敵 50％の確率で140～168F動きを止める
108-2,超激レア,宝杖のカッパーκ,"4,900",3,7,"3,800",603,範囲,189,100,335,"3,720",1986,対 浮いてる敵 50％の確率で140～168F動きを止める
108-3,超激レア,光宝杖のカッパーκ,"6,625",3,7,"4,950",786,範囲,189,100,410,"3,720",1986,"対 浮いてる敵 75％の確率で140～168F動きを止める
 無効（止める）"
109-1,EX,にゃんこ3兄弟,800,4,10,657,217,範囲,91,32,170,"1,020",60,-
109-2,EX,秘密要塞ネコロス,800,4,10,657,217,範囲,91,32,170,"1,020",60,-
110-1,レア,マダム・ザ・花嫁,"2,850",1,8,45,40,範囲,34,12,110,600,226,3連続攻撃 15 15 15（12F 20F 28F）
110-2,レア,マダム・ザ・王様,"2,850",1,8,45,40,範囲,34,12,110,600,226,3連続攻撃 15 15 15（12F 20F 28F）
110-3,レア,マダム・ザ・サバンナ,"4,275",1,8,45,40,範囲,34,12,110,600,226,"3連続攻撃 15 15 15（12F 20F 28F）
 100％の確率で1度だけ生き残る
 無効（ワープ）"
111-1,レア,セレス,980,3,9,117,54,単体,65,26,200,435,126,対 赤い敵 20％の確率で120～144F動きを遅くする
111-2,レア,セレスCC,"1,330",3,9,220,102,単体,65,26,200,435,126,対 赤い敵 20％の確率で120～144F動きを遅くする
112-1,レア,ノノ,"1,595",1,11,75,20,単体,111,22,190,315,76,対 黒い敵 打たれ強い（被ダメ 1/4～1/5）
112-2,レア,ノノCC,"1,867",1,11,120,32,単体,111,22,190,315,76,対 黒い敵 打たれ強い（被ダメ 1/4～1/5）
112-3,レア,野跳ねる白猫ノノCC,"1,867",1,14,120,32,単体,111,22,190,285,76,"対 黒い敵 打たれ強い（被ダメ 1/4～1/5）
 50％の確率で1度だけ生き残る
 無効（古代の呪い）"
113-1,レア,オルガ,675,3,9,60,40,単体,45,20,265,480,186,対 赤い敵 30％の確率でふっとばす
113-2,レア,オルガCC,800,3,9,85,57,単体,45,20,265,480,186,対 赤い敵 30％の確率でふっとばす
114-1,レア,ノルン,"1,200",3,10,487,157,単体,93,30,155,645,146,対 赤い敵 20％の確率で60～72F動きを止める
114-2,レア,ノルンCC,"1,450",3,10,637,205,単体,93,30,155,645,146,対 赤い敵 20％の確率で60～72F動きを止める
115-1,レア,よいち,487,4,9,245,101,単体,73,34,340,"1,110",346,対 黒い敵 20％の確率で120～144F動きを遅くする
115-2,レア,よいちCC,662,4,9,345,142,単体,73,34,340,"1,110",346,対 黒い敵 20％の確率で120～144F動きを遅くする
